3893,"Talk Number"
861,"35D","大庄主道号“黄钟公”，　*自是琴中高手。看大庄主读*此琴谱时悠心自在，神情平*和之状，果是不求声名利禄*的世外高人，令小辈万分钦*羡。*此谱虽然难得，却也不是什*麽值钱的东西，我留在身上*也没用，大庄主就拿去吧。"
862,"35E","常言道，无功不受禄，你我*素无渊源，焉可受你这等厚*礼？　*听我那三个兄弟说道︰只须*本庄有人武功胜过你，便可*得那四样东西，那老朽可不*能白占这个便宜。小兄弟，　*咱们便来比划几招如何？　"
863,"35F","好，前辈请。"
864,"360","小兄弟武艺精深，令老朽衷*心折服，那“广陵散”老夫*是无福消受了。"
865,"361","大哥，为了那四样书画，　*也顾不得那麽多了，　*咱们四兄弟一起上吧。"
866,"362","不可如此，咱们为了那些书*画以老欺小已是不该，更岂*可以多胜少？"
867,"363","那咱们就请地牢那个老怪。*……"
868,"364","二弟，住嘴！　"
869,"365","难道这梅庄中还另有高手？　***没关系。我说过只要贵庄中*有人可以打败我，我这四件*书画，一定双手奉上??"
870,"366","大哥，没问题的。　*有我们在旁边守着，*那老怪物跑不掉的??"
871,"367","二弟你还说。　***少侠，敝庄中已无可胜你之*人，你就请回吧。"
872,"368","少侠，你请回吧。"
873,"369","哼！　"
874,"36A","少侠，“率意帖”可否借我*再看一眼。　"
875,"36B","小子，好样的，记得有空再*来找我，咱们好好聊聊。"
876,"36C","少侠，好久不见，*近来可好？　"
877,"36D","＜这麽客气，一定有诈，*还是小心的好。＞**托你的福，一切还好。"
878,"36E","不知少侠对那先前的比武之*约定还否算数？　"
879,"36F","＜原来是在“哮想”我那四*样东西。＞　**当然算数，我说过只要贵庄*中有人能够打得赢我，我那*四件书画，一定双手奉上。"
880,"370","够爽快，小兄弟。敝庄实另*有一位朋友，听说少侠的武*功如此了得，说什麽也要和*你较量几手。"
881,"371","这样啊，好，没问题，就请*二庄主替我引见引见。"
882,"372","那位朋友一向不习惯阳光下*的生活，所以将自己关在梅*庄下的地洞中。"
883,"373","＜天底下还有这种人，喜欢*把自己关在地洞里，真是*怪异。＞"
884,"374","这是钥匙，少侠你自个儿先*行进去，我找其他的三位兄*弟，叫大伙一起去做公证。*对了，地洞的入口在一间摆*有四张椅子及一张桌子的房*间内。"
885,"375","干嘛？你们四人闲起来就打*麻将啊！　"
886,"376","咦，怎麽会知道？　*这是我兄弟四人正在研究的*游戏。*目前只有一个雏形而已。甚*至连特殊牌都还没有决定好*用哪四种名称？　"
887,"377","＜难不成这麻将就是这四人*  无聊时发明出来的？　＞**你们想用什麽名称？　"
888,"378","就用我们四人的兴趣︰*“琴棋书画”四字。"
889,"379","不好，用“春夏秋冬”或是*“梅兰竹菊”比较好。*较能表现出四季的变化。"
890,"37A","是吗？听起来似乎不错。"
891,"37B","我这就去找他。"
892,"37C","少侠，可别说话不算话喔！　"
893,"37D","喂，就是你要跟我较量较量*吗？是的话就快动手，我可*没那麽多时间和你穷磨菇。"
894,"37E","你是谁？　*到这里来大小声的干什麽？　"
895,"37F","你还问我是谁？我就是打败*“梅庄四友”的那个少年英*雄。*听二庄主黑白子说，你因为*崇拜我的武功了得，想跟我*较量较量，不是吗？　"
896,"380","哈！哈！看你年纪轻轻，竟*如此狂妄。　*不错，不错，我喜欢。*你说你打败梅庄那四个窝囊*废，当真？　"
897,"381","当然是真的，怀疑啊？"
898,"382","你还真奇怪，竟然把自己关*在这不见天日的地洞，有病*啊？还是受了什麽刺激？　"
899,"383","把自己关在这？我任我行会*把自己关在这地牢之中？　"
900,"384","＜任我行？任我行？这名字*  好像在哪听过。＞**难道任前辈是被囚禁在这儿？　"
901,"385","说来惭愧，我堂堂日月神教*教主竟会被困在这儿。"
902,"386","＜这老头是日月神教教主？　*  怎麽看都不像啊！＞"
903,"387","要不是当年我潜心修习一门*武功大法，将教中的所有大*权交给东方不败。*不料那东方不败狼子野心，*表面上对我十分恭敬，　*什麽事都不敢违背，　*暗中却培植一己势力，假借*诸般藉口，将所有忠于我的*部属或是撤革，或是处死，*数年之间，我的亲信竟然凋*零殆尽。他见时机成熟，*竟趁我练功入关之际，*干下叛逆篡位之事，*并把我关在这西湖之底．　"
904,"388","竟有如此狼心狗肺的家伙，　*不要让我遇上，不然一定要*给他好看。"
905,"389","哈！哈！哈！　*就凭你？哈……！　"
906,"38A","啊……"
907,"38B","可恶的老头，竟趁我不备偷*袭……*啊！我的宝物！我上当了！　*一定是那四个卑鄙狗贼，明*的打不过我，来阴的。真是*太无耻下流了。"
908,"38C","这是什麽鬼地方？奇怪？*方才那老家伙突然一阵吼声*……*喔！一定是那四个狗贼，明*的打不过我，来暗的。真是*太无耻下流了。*咦？这门没关，又不像是要*把我关在这儿，　嗯。真是可*疑。*看来可得好好的瞧瞧这个鬼*地方。"
909,"38D","＜咦！这是什麽？　＞*吸。。星。。大。。法。。"
910,"38E","这块令牌乌漆麻黑的，*不知有什麽用．　"
911,"38F","四位那麽好的闲情逸致聚在*这儿，是不是准备打麻将，*插花收不收啊？　"
912,"390","你这臭小子，看你做了什麽*好事？还敢在这说风凉话。"
913,"391","我早该知道天底下哪有这麽*好的事情，原来这一切都是*你设计出来的诡计。"
914,"392","你这小子，竟然利用我们所*好，实在太可恶了。"
915,"393","你们在那你一言我一句的　*唱双簧啊？　"
916,"394","小子，你真是太大胆了．　*竟敢把任老怪给放了，　*看我饶不饶你？　"
917,"395","喂！喂！你们在说什麽啊？　*我还没说你们偷走我那四样*宝物，你们就恶人先告状。*真是岂有此理，*什麽态度嘛……*况且我哪有放走任前辈……"
918,"396","大哥，别跟这小子罗嗦了．　*此时再也顾不得什麽以老欺*小的狗屁道义了。*先将这小子捉上黑木崖，向*东方教主请罪，否则咱们可*就吃不完兜着走了。"
919,"397","好，咱们一起上。"
920,"398","谁怕谁，乌龟怕铁．　　*四个一起上最好，*省得我麻烦。"
921,"399","小子你找死。　"
922,"39A","小子，你又来做什麽？　"
923,"39B","四庄主，我来看看梅庄之中*是否还有能人。"
924,"39C","哼！　"
925,"39D","三庄主，别再写了，*越写头越“秃”了。"
926,"39E","小兄弟，是不是愿意将那*“率意帖”借我看一下。"
927,"39F","给你都没关系，只要梅庄中*有人能胜得了我即可。"
928,"3A0","人是有，不过……*算了，算了，大哥一定不会*答应的。"
929,"3A1","大庄主，别来无恙？"
930,"3A2","托少侠的福。"
931,"3A3","听你几个弟弟谈到，梅庄内*似乎还有“人”的武功胜过*在下。*不妨请他出来较量一下，若*能打过我，四样书画就送给*四位庄主。"
932,"3A4","少侠，敝庄中已无可胜你之*人，你就请回吧。*我四兄弟是无福消受了。"
933,"3A5","小子，*你可知你放走的是谁？　"
934,"3A6","他不是你们请来的打手吗？　"
935,"3A7","你是真不知还是假不知？　*你放走了任老怪，就是与东*方教主和我日月神教为敌。"
936,"3A8","你们是日月神教的？　"
937,"3A9","不错，我们是奉教主之命　*在此看守任老怪的．你居然*利用我们的弱点救他出去。"
938,"3AA","别说了，得赶紧回黑木崖向*东方教主报告这件事。*走！　"
939,"3AB","门上似乎有个红色钥匙孔。"
940,"3AC","想不到这条隐密的小路，*竟可通到华山的後山。*不知藏有什麽玄机？　"
941,"3AD","不知前辈是谁？怎会出现在*我华山思过崖上。"
942,"3AE","华山之人，*当然出现在华山。"
943,"3AF","前辈是我华山派的人？　*我怎麽不认识你。"
944,"3B0","只怕世上的人早已忘记风某*了。"
945,"3B1","风……难道是……***我曾听师父提过，说到本派*中的前辈时，有一位风清扬*风太师叔，莫非就是前辈？　"
946,"3B2","风清扬三个字算什麽？　*我冒充他有何好处？"
947,"3B3","徒孙令狐冲有幸，得能拜见*本门前辈风太师叔，实是万*千之喜。"
948,"3B4","你使几手剑法来着，让我看*看现在华山派弟子的功夫如*何。"
949,"3B5","徒儿遵命。"
950,"3B6","岳不群那小子，当真是狗屁*不通．**你本是块大好的材料，却给*他教得变成蠢牛木马．*招数是死的，发招之人却是*活的．死招数破的再妙，遇*上了活招数，免不了缚手缚*脚，只有任人屠戮．*这个“活”字，你要牢牢记*住了．学招时要活学，使招*时要活使．*倘若拘泥不化，便熟练了几*千万手绝招，遇上了真正高*手，终究还是给人家破得干*干净净．"
951,"3B7","是，是，须得活学活使．"
952,"3B8","五岳剑派中各有无数蠢才，　*以为将师父传下来的剑招学*的精熟，自然便成高手．*哼哼，熟读唐诗三百首，不*会作诗也会吟　．**熟读了人家诗句，做几首打*油诗是可以的．但若不能自*出机抒，能成大诗人吗？　*活学活使，只是第一步．要*做到出手无招，那才是踏入*了高手的境界．*剑招使得再浑成，只要有迹*可寻，敌人便有隙可乘．**但假如你根本并无招式，敌*人如何来破你的招式．"
953,"3B9","根本无招，如何可破？　*根本无招，？如何可破　"
954,"3BA","你这小子心思活泼，很对我*的脾胃．今日你我有缘，我*就将一套剑法传你．*只不知你资质是否足够，就*看你自己的造化．**这剑法名为“独孤九剑”　*是独孤求败前辈所创．**全剑共分九式　*自“总诀式”、“破剑式”、*“破刀式”以至“破枪式”、*“破鞭式”、”破索式”、　*“破掌式”、“破箭式”、*而到“破气式”．．*．．．．*这“料敌机先”四个字，　*正是这剑法的精要所在．．*任何人一招之出，必定有若*干征兆．他下一刀要砍向你*的左臂，眼光定会瞧上你的*左臂；如果这时他的单刀正*在右下方，自然会提起刀，*划个半圆，自上而下的斜向*下砍．．*．．．"
955,"3BB","独孤九剑，有进无退．　*招招都是进攻，攻敌之不守．*．．．．"
956,"3BC","独孤九剑，真是精妙绝伦．*徒孙倘能在二十年之中，*通解独孤老前辈当年创制这*九剑的遗意，那是大喜过望*了．"
957,"3BD","你倒也不必妄自菲薄，独孤*大侠是绝顶聪明之人，学他*的剑法，要旨在一个“悟”*字，绝不能死记硬记．***等到通晓了这九剑的剑意，*则无所施而不可．便是将全*部的变化尽数忘记，也不相*干．临敌之际，更是忘记的*越干净彻底，越不受原来剑*法的拘束．*以後自己好好用功，我可要*去了．"
958,"3BE","太师叔，*你．．．你到哪里去？"
959,"3BF","冲儿，我暮年得见你这样一*个佳子弟传我剑法，实是大*畅老怀。*哈哈！哈哈！*你学会了独孤九剑，应该可*以对付田伯光了，别担心．　"
960,"3C0","恭喜令狐兄学会这精妙的剑*法．*我们这就走吧．"
961,"3C1","奇怪，这麽大的镖局　*怎麽一个人影都没有？　"
962,"3C2","请问一下，你们镖局不做生*意了吗？怎麽没半个人影？**小爷我有些珍贵的宝物还想*找你们保呢。　"
963,"3C3","这位公子，非常抱歉，*今天本镖局不做生意。"
964,"3C4","开了镖局却不做生意，你这*“福威镖局”的招牌是挂假*的啊？　叫你们总镖头出来。"
965,"3C5","说不保镖就不保镖，*你在这大呼小叫个什麽劲。"
966,"3C6","我看福威镖局的武功也稀松*平常，镖还是不要给你们保*比较妥当。"
