15713,"Talk Number"
1796,"704","（这两人似乎有些意思）**袁兄，还是劳驾你护送萧姑娘回晋阳罢，否则半道上倘若再遇到那卓天雄，萧姑娘独力难支，宝刀给抢走也就罢了，若人出了什么闪失……"
1797,"705","这，萧姑娘她，我……"
1798,"706","……（什么她她我我的，书呆子大木头！）"
1799,"707","正是正是，咱们一道护送萧姑娘回去，趁便拜会萧大侠！"
1800,"708","路上也可再切磋刀法，当真邪了门了，我们练这刀法已有三年，竟不及你们片刻之间的威力，这中间大有问题，大有问题，定要好好研究。"
1801,"709","……= =|||"
1802,"70A","……= =|||"
1803,"70B","￥%@￥%#（这两个不解风情的笨蛋！）既然如此，在下告辞，届时定当前来晋阳拜上萧大侠"
1804,"70C","&&大哥慢走"
1805,"70D","后会有期！"
1806,"70E","&&，你果然来了。"
1807,"70F","那是自然，大丈夫言而有信。**咦？前面是……？"
1808,"710","萧中慧、袁冠南学会夫妻刀法！"
1809,"711","＜现在还不到时候……＞"
1810,"712","&&，我先带蓝姑娘去归云庄。你也尽快回归云庄与我们回合，咱们商量一下打南部隘口的事情。"
1811,"713","天苍苍兮临下土，胡为不救万灵苦。万灵日夜相凌迟，饮气吞声死无语。仰天大叫天不应，一物细琐枉劳形。安得大千复混沌，免教造物生精灵。"
1812,"714","站住，来者何人。"
1813,"715","晚辈&&，受襄阳郭大侠之托，前来拜会丘道长。"
1814,"716","你说是就是啊，谁知道你是不是冒充的奸细。"
1815,"717","＜这胖道士也太目中无人了＞这是郭大侠托在下带给丘道长的英雄帖。"
1816,"718","随便拿张来糊弄本道爷，我看你一定是奸细，把他拿下。"
1817,"719","喂，你别太过分啊。"
1818,"71A","少罗嗦。"
1819,"71B","小畜牲，哎呦，你等着瞧，哎呦，你等着瞧。"
1820,"71C","＜全真教的天罡北斗阵果然厉害，幸好这个死胖子功力太差，导致阵法威力发挥有限，否则我可惨了＞"
1821,"71D","赵师兄，真想不到你会勾结异族来犯，真是枉费了王师叔的一番教导。"
1822,"71E","哼，你哪点比得上我，凭什么首席大弟子是你不是我，我不服，我不服。"
1823,"71F","就因为这个，你就要干这欺师灭祖的勾当。"
1824,"720","尹师弟，你别想拖延时间，让那几个老鬼出关。门都没有，杀光他们。"
1825,"721","＜不好，原来重阳宫真的有人来犯＞，住手，休得放肆。"
1826,"722","什么人，给本王滚出去。"
1827,"723","滚，我不会唉，这位王子给我示范个。"
1828,"724","你找死。"
1829,"725","＜哪儿来的这么多高手，难怪全真教都会吃亏＞。"
1830,"726","快，快把石头搬开，师父和师伯他们还在里面闭关。"
1831,"727","＜原来全真七子在闭关，难怪这些妖人敢这么猖狂。＞这位什么王子，你还不快闪，非要等到丘道长他们出来，好好教训教训你才满意吗。"
1832,"728","臭小子，小王既然来了，就早有准备。大家一起上。"
1833,"729","这位少侠，何必多管闲事儿呢，和气生财，和气生财么，呵呵呵呵。"
1834,"72A","臭小子的，不好；让开。"
1835,"72B","小子，你乖乖的让开，老子还可以留你一命，否则，让你死无全尸。"
1836,"72C","＜惨，怎么还有高手，他们到底是什么人啊＞是吗，可惜小子偏偏喜欢在这儿，各位有本事，就把我挪开好了。"
1837,"72D","中原蛮子，你既然不怕死，就成全你。"
1838,"72E","什么王子，看来你成全不了我。"
1839,"72F","哼，等我师父来了，有你好瞧的。"
1840,"730","这位王子，看样子你的功夫还学得不到家唉，看来你师父的武功能高到哪里去呢。"
1841,"731","你自己来试试不就知道了。"
1842,"732","师父，您老人家来了啊。"
1843,"733","＜好强的气势，此人武功之高，恐怕不在师父之下＞这位大师，怎么称呼？"
1844,"734","哼，这位就是我大蒙古国国师，人称金轮法王的便是。"
1845,"735","＜蒙古国师，看来蒙古军打算先下手为强，阻止武林人士去援救襄阳＞大师，你既然是蒙古国师，武功自然是很高的咯，可却偏偏全真七子正在闭关的时候来犯，看来大师也缺乏自信啊。"
1846,"736","年轻人，少逞口舌之能，本座此次只为完成大汗交付的任务，并非一般江湖恩怨。"
1847,"737","话说这么说没错，只是。"
1848,"738","小子，你别想拖延时间了，本座不会上你的当，接招吧。"
1849,"739","＜糟糕，这可怎么办＞这，这，大师你不能以大欺小啊。"
1850,"73A","蒙古国的国师亲临，我们全真教的面子倒也不小啊。国师，何必为难年轻人，丘某陪你玩玩如何。"
1851,"73B","丘道长，您出关了，太好了。"
1852,"73C","你就是&&吧，很好，很好，你先站开一边，待我们几个老道，来会会这蒙古国师，摆天罡北斗阵。"
1853,"73D","恭喜几位道长顺利出关了。本座今日就不多叨扰了，我们走。"
1854,"73E","国师，国师你不能走啊，国师，你要走也带我一起走吧。"
1855,"73F","哼，卖师求荣，要你何用。"
1856,"740","国师，国师！！！"
1857,"741","赵志敬，你这畜牲，我平时是怎么教你的，你居然做出这种禽兽不如的事来。"
1858,"742","师父，徒儿知错了，您原谅徒儿一次吧。"
1859,"743","贫道没有你这种徒弟。"
1860,"744","哎呦，师父，我回来了。"
1861,"745","混蛋，我叫你守住山门，防止有人来搅局，你怎么放这小子上来了。"
1862,"746","师父，这小子太厉害了，徒儿，徒儿挡不住他。"
1863,"747","没用的废物，你坏了我的大事。"
1864,"748","难怪这胖子在山下百般阻挠，原来是你授意的。"
1865,"749","臭小子，都是，都是你害的，都是你害的，我要跟你同归于尽。"
1866,"74A","啊！！！"
1867,"74B","唉，我本不想杀你的。"
1868,"74C","唉，真是师门不幸，居然出了这等孽徒，幸好未酿成大祸，否则贫道愧对恩师。"
1869,"74D","王师弟，你也不要过于自责了，赵志敬自甘堕落，有此下场，怪不得别人的。对了，&&，是靖儿让你来的吧。"
1870,"74E","道长料事如神啊，最近蒙古军蠢蠢欲动，襄阳城的处境很不妙，所以师兄才托我前来请各大派高手相助。"
1871,"74F","襄阳有难，我们岂可坐视不理，你放心吧，我们几个老道虽然一把年纪了，但也未必会输给你们年轻人啊，过几天我们就赶往襄阳助阵。"
1872,"750","多谢几位道长。"
1873,"751","放心吧，我们会赶去襄阳城帮忙的。"
1874,"752","鹿清笃"
1875,"753","赵志敬"
1876,"754","尹志平"
1877,"755","坐着打天下第二，爬着打天下第几？"
1878,"756","哈哈，你输了！"
1879,"757","你输得如此狼狈，还说是我输了？"
1880,"758","咱们先前怎么说来？"
1881,"759","咱们约定坐着打，是谁先站起身来，屁股离了椅子……便……便……便……输了……你，你……"
1882,"75A","田兄还记得就好，小弟这姿势虽然，不怎么好看，只不过这凳子么，嘿嘿。。"
1883,"75B","小尼姑，我跟你说，下次你再敢见我，我一刀便将你杀了。"
1884,"75C","恒山派的小师妹，恭喜你新收了一位高足啊"
1885,"75D","令狐大哥，你不要紧吧，我扶你起来…."
1886,"75E","起不来也不要紧，早点见阎王更好….."
1887,"75F","你…你是谁…."
1888,"760","少爷行不更名，坐不改姓，青城四秀罗人杰的便是。"
1889,"761","师妹，你可知青城派最擅长的是甚么功夫？"
1890,"762","不知道，听说青城派高明的功夫多得很。"
1891,"763","不错，青城派高明的功夫很多，但其中最高明的一招，嘿嘿，免伤和气，不说也罢。"
1892,"764","最高明的是甚么？你倒说说看？"
1893,"765","我本来不想说，你一定要我说，是不是？那是一招“屁股向后平沙落雁式”。"
1894,"766","胡说八道，甚么叫做“屁股向后平沙落雁式”，从来没听见过！"
1895,"767","这是贵派的看家招式，你怎地会没听见过？你转过身来，我演给你瞧"
1896,"768","令狐冲，我看你是活的不耐烦了，田伯光没杀你，少爷我送你去见阎王。"
1897,"769","住手，他身受重伤，你没瞧见么？你欺负受伤之人，算是甚么英雄好汉？"
1898,"76A","管你何事，让开。"
1899,"76B","现在能叫我让开的就两个，一个王八一个鳖，你是哪个？"
1900,"76C","小子，你找死。"
1901,"76D","好，就让我来领教领教青城派的武功是不是真那么厉害。"
1902,"76E","小子，你和我们青城派的梁子算是结定。"
1903,"76F","打输了还废话那么多，信不信我把你左脸也打肿了。"
1904,"770","算你狠，我们走着瞧。"
1905,"771","多谢少侠相救，否则今日真的要让这姓罗的羞辱一番了。"
1906,"772","听了刚才你们的对话，阁下想必就是令狐冲少侠吧，今日一见，令狐少侠智勇双全，&&佩服。只是不知你们如何得罪了那田伯光？"
1907,"773","那田伯光见我这位恒山派的师妹貌美，欲行不轨，我跟了他几天，但却打不过他，只好用言语激他上当，和我比坐着打，而且谁先站起来谁就输，这才把他给骗走了。"
1908,"774","令狐大哥，你留了很多血啊……"
1909,"775","不要紧，劳你驾，给斟一碗酒。&&少侠，令狐冲多谢你今日的救命之恩。"
1910,"776","＜这田伯光本可上前一刀将令狐冲杀了，回头再来对付那小尼姑，却没想到他倒真的遵守诺言，愿赌服输了，看来此人也并坏的非无药可救。＞**令狐少侠，我看你的伤势颇为严重，还是快些医治的好。"
1911,"777","是啊，令狐大哥，你伤得很重啊。"
1912,"778","多谢两位关心，我的几个师兄弟正好就在附近，我先去同他们会合，然后回山修养。仪琳师妹，你也早些回恒山吧，路上小心些。"
1913,"779","多谢令狐大哥，这些药你拿去先敷上吧。"
1914,"77A","谢了，只可惜为我这个臭小子浪费了恒山派的灵药，可惜了。"
1915,"77B","令狐兄侠义心肠，何必自谦，贵派的师兄弟在哪儿？小弟送你前去同他们会合。"
1916,"77C","不劳兄台了，我自己上路就行，告辞。"
1917,"77D","令狐大哥，我送送你吧，谢谢这位少侠帮忙打退了那个……那个青城派的恶人，我这就上路了，少侠保重。"
1918,"77E","小师父不用客气，你也快些和贵派的弟子会合吧，免得路上又遇到些恶人。"
1919,"77F","罗人杰"
1920,"780","哈哈，痛快！痛快！"
1921,"781","嘻嘻，少侠刚才的表现很英勇哦。"
1922,"782","呃……姑娘过奖了……"
1923,"783","佩服，佩服！老先生，这是什么曲子？"
1924,"784","小兄弟也通音律么？不知老夫这首曲子，你觉得如何呢？"
1925,"785","这琴音清丽，忽高忽低，忽轻忽响，低到极处之际，几个盘旋之后，又再低沉下去，虽极低极细，每个音节仍清晰可闻。渐渐低音中偶有珠玉跳跃，清脆短促，此伏彼起，繁音渐增，先如鸣泉飞溅，继而如群卉争艳，花团锦簇，更夹着间关鸟语，彼鸣我和，渐渐的百鸟离去，春残花落，但闻雨声萧萧，一片凄凉肃杀之象，细雨绵绵，若有若无，最终万籁俱寂。当真是让晚辈心驰神醉。"
1926,"786","想不到少侠也是爱好音律之人，老朽这一曲尚有些许瑕疵，否则必可让此曲更为精彩。"
1927,"787","老先生的曲子世上罕有，想不到居然还能更上一层楼？不知这曲子尚欠缺什么？"
1928,"788","这一曲《笑傲江湖》乃是琴箫合奏，此刻虽有老夫的琴声，缺少了一个相配的箫声，若是一人抚琴，一人吹箫，那么这曲势必更加精彩。"
1929,"789","前辈的琴音可谓一绝，想要找一个箫艺了得的人来合作的确是难也。"
1930,"78A","真的要找一个，却也不难，小兄弟，你想不想听听这琴箫合奏的《笑傲江湖》？"
1931,"78B","若有机会，晚辈自然愿意。"
1932,"78C","那好，你替我把这封信送给衡山派的刘正风，就说是他的一位姓曲的故人要你转交的。事成之后，我定会邀他一起合奏这曲子，届时还请少侠前来做我们的听众。"
1933,"78D","衡山派的刘正风刘三爷？据说刘三爷召开金盆洗手大会，准备退出江湖？此刻前去他家的江湖英雄何止千百，我却如何见得到他。"
1934,"78E","不妨，这张请帖你拿去，只要进了刘府，要见到他自是容易的多，切忌此信莫要遗失，也不要移手，一定要亲手交到刘正风的手里。"
1935,"78F","即使如此，晚辈就替前辈走这一趟吧，希望日后有幸能听到两位的琴箫神技。"
1936,"790","呵呵，少侠放心，曲某和刘兄弟合奏的《笑傲江湖》，一定不会让你失望的。"
